,log,date,year
6869,"Monday, April 24 3 p.m. An 18-year-old male student reported his backpack missing after he left it unattended in the Curry Student Center food court from noon to 1 p.m. It contained his iPod and PDA. ",2006-04-24 15:00:00,2006
6870,4 p.m. An 18-year-old male student reported being assaulted by a Boston College student who was the ex-boyfriend of a White Hall resident and friend. Previous occurrences with the couple had been reported weeks earlier. The While Hall student took out a restraining order against her Boston College ex-boyfriend. Officers told the student not to return to Northeastern property.   ,2006-04-24 16:00:00,2006
6871,10 p.m. A 26-year-old female evening school student reported one of her car windows broken and her iPod and XM Radio stolen. ,2006-04-24 22:00:00,2006
6872,"Tuesday, April 25 1 a.m. A staff member in Columbus Lot reported the window of one of the parked vehicles broken. The owner of the car was contacted and a backpack was reported missing.  ",2006-04-25 01:00:00,2006
6873,12 p.m. An 18-year-old male student reported his PlayStation missing from his dorm room in Stetson West.  ,2006-04-25 12:00:00,2006
6874,9 p.m. A 21-year-old male student reported his bicycle missing from Krentzman Quad after leaving it locked in a bike rack earlier that day. ,2006-04-25 21:00:00,2006
6875,"Wednesday, April 26 12 p.m. Officers arrested 18-year-old Jonathan Lopes of Dorchester after Lopes was caught breaking into a car in Renaissance Garage. The owner of the car was not a Northeastern student. ",2006-04-26 12:00:00,2006
6876,"Friday, April 28 7 p.m. A male student reported his bicycle stolen from behind the YMCA, where it had been secured with a thin cable lock.  ",2006-04-28 19:00:00,2006
6877,"Saturday, April 29 10 p.m. A 20-year-old female student was seen staggering near Cabot Gym. The student was seen arguing with her boyfriend, and appeared to run away from friends and fall. She was transported by ambulance to Beth Israel Deaconess Medical Center.  ",2006-04-29 22:00:00,2006
6878,"Tuesday, May 2 6 p.m. A 21-year-old male student reported his stereo system and about 35 DVDs missing from his apartment in West Village B after he returned from a trip.  ",2006-05-02 18:00:00,2006
6879,"Thursday, May 4 2 a.m. Boston Police Department (BPD) officers and Northeastern Police Department (NUPD) officers responded to an argument between two students, a male and a female, on Gainsborough Street. The male struck the female, and he was subsequently arrested by BPD. The female claimed the male was her boyfriend and that he was intoxicated. She asked that no charges be filed. In the process, the female assaulted a BPD officer and was also arrested.  ",2006-05-04 02:00:00,2006
6880,"Saturday, May 6 1:30 a.m. A Northeastern Police officer approached a car on Camden Street that was parked with the engine running. Three passengers were seated inside. When the officer came close to the vehicle the driver sped off, knocking the officer from his bike. The driver was later stopped by police and identified as John Servo, a 26-year-old Berklee student. He and his companions were suspected of smoking marijuana in the car.  ",2006-05-06 01:30:00,2006
6881,"Sunday, May 7 Midnight A 21-year-old female student reported her Westland Avenue apartment burglarized. The student had returned after one week of being away and discovered two computers, a digital camera, a camcorder and a bicycle were missing.  ",2006-05-07 01:30:00,2006
6882,"4 p.m. A 20-year-old male moving into 780 Columbus Ave. discovered drugs and drug paraphernalia in the desk of his room. The student contacted NUPD who traced the room to its previous resident, presuming the items belonged to him. The 20-year-old male student who lived in the apartment was questioned but denied charges. He will be reported to OSCCR.",2006-05-07 16:00:00,2006
6883,"Monday, April 10 2:30 p.m. A 22-year-old male student reported his cell phone stolen from the Marino Center food court. ",2006-04-10 14:30:00,2006
6884,9 p.m. A 22-year-old female student reported her bicycle stolen from a fence on World Series Way. ,2006-04-10 21:00:00,2006
6885,"Tuesday, April 11 12:30 p.m. Staff in the Forsyth building reported a laptop stolen from the second floor. ",2006-04-11 12:30:00,2006
6886,2 p.m. A parking attendant in the Columbus Avenue garage confiscated a fake parking decal from a vehicle belonging to a 22-year-old male student. He will be reported to the Office of Student Conduct and Conflict Resolution (OSCCR).  ,2006-04-11 14:00:00,2006
6887,"5 p.m. A male staff member reported his bike stolen from a fence on World Series Way. Police camera footage shows a male riding up to the fence on a red bike, abandoning it and taking the staff member’s blue bike. ",2006-04-11 17:00:00,2006
6888,"7 p.m. A 22-year-old male student reported he accidentally left his wallet in Snell Library. When he returned, $30 and credit cards had been stolen. ",2006-04-11 19:00:00,2006
6889,"Wednesday, April 12 9:30 a.m. A 23-year-old female student reported her wallet had been stolen from her bag in Lake Hall. She also reported that the same thing had happened to her friend, a 19-year-old female student. In all, $20 and several credit cards were stolen. ",2006-04-12 09:30:00,2006
6890,10 a.m. Seven male students taking a swim class in the Cabot Center reported the locks had been cut off their lockers and cash had been stolen from all of their wallets. ,2006-04-12 10:00:00,2006
